"","Gender","Age","Flight.Distance","Inflight.wifi.service","Departure.Arrival.time.convenient","Ease.of.Online.booking","Gate.location","Food.and.drink","Online.boarding","Seat.comfort","Inflight.entertainment","On.board.service","Leg.room.service","Baggage.handling","Checkin.service","Inflight.service","Cleanliness","Departure.Delay.in.Minutes","Arrival.Delay.in.Minutes","Travel.Busi","Travel.Pers","ClassBusi","ClassEco","ClassEcoPlus","cluster"
"6052",1,27,1042,3,3,3,1,4,3,4,4,4,5,1,5,4,4,0,0,1,0,0,1,0,1
"6061",0,28,2106,5,4,4,2,2,4,2,2,3,4,3,5,4,2,0,0,1,0,1,0,0,3
"6063",1,54,153,1,0,1,3,5,1,3,5,4,4,5,1,4,5,0,0,1,0,0,1,0,2
"6068",1,22,1237,5,4,4,2,2,4,2,2,4,2,3,4,5,2,0,0,1,0,0,1,0,1
"6076",0,44,402,4,4,4,1,1,4,1,1,5,2,5,4,4,1,0,0,1,0,1,0,0,2
"6083",1,30,725,3,3,3,3,4,3,4,4,1,4,5,1,2,4,5,3,1,0,0,1,0,4
"6085",1,65,1076,2,4,2,1,4,2,4,4,3,3,4,4,4,4,8,19,0,1,0,1,0,1
"6102",1,22,397,2,3,2,3,5,2,5,5,2,5,5,1,2,5,87,103,1,0,0,1,0,2
"6118",1,57,676,4,4,4,2,4,4,4,4,3,1,2,1,2,4,33,21,1,0,0,1,0,4
"6123",0,18,204,3,0,2,2,5,2,5,5,4,5,3,2,3,5,0,0,1,0,0,1,0,2
"6125",0,28,1972,4,5,5,4,4,4,4,4,3,2,2,3,3,4,0,0,1,0,0,1,0,3
"6127",1,36,258,4,4,4,4,4,4,4,4,5,4,5,5,4,4,16,6,1,0,1,0,0,2
"6129",1,26,577,4,4,4,3,3,4,3,3,5,4,4,3,4,3,4,0,1,0,1,0,0,4
"6134",1,36,416,3,0,3,5,3,3,3,3,3,2,1,5,1,3,8,0,1,0,0,1,0,2
"6135",0,38,1250,3,3,3,1,4,3,4,4,1,2,2,3,2,4,0,0,1,0,0,1,0,1
"6136",1,42,438,2,0,2,2,2,2,2,2,3,1,3,4,5,2,34,36,1,0,0,1,0,2
"6151",1,39,1024,5,5,5,3,2,5,2,2,5,4,4,4,4,2,9,0,1,0,1,0,0,1
"6164",1,37,1733,3,3,3,3,4,3,3,4,3,4,3,5,4,4,4,2,1,0,1,0,0,1
"6171",0,20,421,3,0,3,1,3,3,4,3,3,4,2,1,3,3,0,0,1,0,0,1,0,2
"6175",0,25,236,3,0,3,2,5,3,5,5,2,5,5,5,3,5,2,4,1,0,0,1,0,2
"6182",0,36,646,2,2,2,3,4,2,4,4,5,3,5,5,5,4,0,1,1,0,1,0,0,4
"6188",0,25,821,3,3,3,2,2,3,2,2,2,5,3,4,3,2,0,5,1,0,0,1,0,4
"6192",0,40,2704,2,2,2,4,2,4,4,1,3,2,3,4,1,4,0,50,1,0,1,0,0,3
"6195",1,17,251,3,5,3,1,3,3,3,3,1,1,5,4,4,3,0,0,1,0,0,1,0,2
"6196",0,50,201,1,2,1,3,5,1,5,5,3,3,3,4,3,5,20,17,1,0,0,1,0,2
"6199",1,30,990,1,1,1,3,2,1,2,2,2,1,4,4,4,2,0,5,1,0,0,1,0,1
"6213",0,40,677,1,1,1,3,2,1,2,2,1,2,4,3,4,2,79,73,1,0,1,0,0,4
"6224",1,24,239,3,5,3,3,3,3,5,3,3,2,5,4,5,3,2,0,1,0,0,1,0,2
"6228",0,25,1444,5,0,5,1,3,5,3,3,3,3,4,5,4,3,18,3,1,0,1,0,0,1
"6233",0,25,531,2,0,2,4,2,2,2,2,5,3,5,2,4,2,0,0,1,0,0,0,1,4
"6239",1,38,472,1,1,1,3,1,1,1,1,4,5,3,2,3,1,5,6,1,0,1,0,0,2
"6240",0,28,1119,4,3,3,2,4,3,4,4,2,4,2,2,2,4,0,15,1,0,0,1,0,1
"6241",0,34,369,3,3,3,4,3,3,2,3,4,2,5,5,4,3,4,0,1,0,1,0,0,2
"6245",1,25,1235,0,0,0,1,4,0,4,4,5,2,4,4,4,4,1,0,1,0,1,0,0,1
"6248",1,23,641,3,1,3,2,5,3,5,5,2,1,3,4,3,5,0,0,1,0,0,1,0,4
"6250",0,20,201,2,5,2,4,2,2,2,2,5,3,4,3,4,2,0,0,1,0,0,1,0,2
"6251",0,15,909,2,2,2,3,4,2,2,4,1,3,3,3,3,4,0,0,1,0,0,1,0,4
"6254",1,39,363,2,2,2,4,1,2,1,1,3,5,4,4,4,1,4,0,1,0,1,0,0,2
"6257",0,15,1754,0,0,0,4,4,0,4,4,4,5,4,4,5,4,1,0,1,0,1,0,0,1
"6260",0,45,331,2,2,2,2,4,2,4,4,5,5,5,4,4,4,0,0,1,0,1,0,0,2
"6261",1,18,468,3,3,3,3,4,3,4,4,1,4,3,4,3,4,44,96,1,0,0,1,0,2
"6272",0,37,646,2,2,2,4,2,2,2,2,3,5,4,3,3,2,0,0,1,0,0,1,0,4
"6280",0,25,808,2,5,2,3,3,2,5,3,4,2,4,3,5,3,2,0,1,0,1,0,0,4
"6283",0,21,889,3,3,3,4,5,3,4,5,4,4,4,2,3,5,29,20,1,0,1,0,0,4
"6284",1,25,1379,0,5,0,3,4,0,4,4,3,4,4,5,4,4,0,0,1,0,1,0,0,1
"6285",1,20,401,0,0,0,5,2,0,2,2,5,3,4,3,4,2,90,83,1,0,1,0,0,2
"6288",1,22,1166,2,2,2,3,1,2,1,1,4,3,3,4,3,1,0,11,1,0,0,1,0,1
"6295",0,35,1846,1,1,1,5,4,1,4,4,3,3,4,3,5,4,63,49,1,0,1,0,0,3
"6327",0,38,101,4,3,4,4,1,4,1,1,1,2,4,3,3,1,0,2,1,0,0,1,0,2
"6333",1,47,862,2,2,2,1,3,2,3,3,3,2,5,3,5,3,6,0,1,0,1,0,0,4
"6345",1,14,1085,3,2,2,1,1,2,1,1,5,3,5,3,4,1,12,0,1,0,0,1,0,1
"6346",0,44,406,2,2,2,4,5,2,1,5,2,4,3,1,3,5,0,0,1,0,0,0,1,2
"6347",1,45,370,4,4,4,3,5,4,5,5,5,3,4,5,4,5,0,0,1,0,1,0,0,2
"6348",1,20,327,4,4,4,1,4,4,4,4,5,4,4,5,5,4,16,10,1,0,0,1,0,2
"6351",0,20,1299,3,3,3,3,3,4,4,1,4,3,4,4,3,4,151,146,1,0,0,1,0,1
"6357",0,52,590,2,2,2,3,1,2,1,1,3,1,3,3,2,1,0,0,1,0,0,0,1,4
"6359",0,24,867,3,3,3,1,5,3,5,5,4,1,4,1,5,5,0,0,1,0,0,1,0,4
"6365",0,22,306,3,0,3,2,1,3,1,1,4,5,1,3,5,1,0,0,1,0,0,1,0,2
"6377",0,50,192,3,3,3,4,4,3,4,4,2,1,4,1,4,4,1,11,1,0,0,1,0,2
"6380",0,22,641,0,4,0,5,1,0,2,1,4,3,5,5,4,1,8,0,1,0,1,0,0,4
"6381",0,27,547,3,1,3,3,2,3,3,2,3,1,2,2,2,2,0,0,1,0,0,1,0,4
"6398",1,23,589,2,0,2,2,2,5,5,1,2,5,2,5,2,5,154,176,1,0,0,1,0,4
"6399",1,24,452,4,3,4,3,4,4,4,4,5,3,1,1,4,4,0,0,1,0,0,1,0,2
"6404",0,56,586,3,1,3,3,5,3,5,5,3,4,3,3,3,5,1,0,1,0,0,1,0,4
"6408",0,22,408,4,5,4,2,2,4,2,2,5,1,4,3,5,2,10,11,1,0,0,1,0,2
"6413",1,23,337,3,2,4,3,5,4,5,5,2,4,2,3,3,5,47,31,1,0,0,1,0,2
"6426",0,32,966,3,3,3,4,2,3,2,2,5,5,5,4,5,2,0,0,1,0,1,0,0,4
"6428",0,20,473,4,2,4,3,3,4,3,3,2,2,3,4,4,3,0,0,1,0,0,1,0,2
"6434",1,46,2454,4,4,4,5,4,4,4,4,5,3,3,3,5,4,1,0,1,0,1,0,0,3
"6442",0,10,725,2,2,2,2,2,2,2,2,1,4,3,3,3,2,0,17,1,0,0,1,0,4
"6449",0,17,631,1,3,1,3,2,1,1,2,3,4,3,4,4,2,0,0,1,0,0,1,0,4
"6462",1,64,406,3,0,3,5,2,3,2,2,1,5,2,3,3,2,0,0,1,0,0,1,0,2
"6468",0,60,1142,4,4,4,2,2,4,2,2,5,4,4,5,4,2,0,0,1,0,1,0,0,1
"6474",0,37,606,2,3,2,3,5,2,5,5,2,2,3,1,3,5,0,0,1,0,0,1,0,4
"6480",1,24,432,4,0,3,4,4,3,3,4,4,1,4,3,1,4,4,0,1,0,0,1,0,2
"6485",1,27,802,3,3,3,1,4,3,4,4,4,5,4,4,5,4,0,0,1,0,1,0,0,4
"6491",1,37,223,4,4,4,1,2,4,2,2,1,3,3,5,1,2,0,0,1,0,1,0,0,2
"6503",1,36,588,2,2,2,3,3,2,3,3,5,3,5,5,4,3,0,0,1,0,1,0,0,4
"6504",0,17,588,2,0,2,2,4,2,4,4,3,4,2,5,5,4,0,0,1,0,0,1,0,4
"6506",0,26,896,0,0,0,3,1,0,1,1,5,3,5,5,4,1,0,0,1,0,1,0,0,4
"6508",1,36,588,1,1,1,4,1,1,1,1,5,3,4,5,5,1,0,0,1,0,1,0,0,4
"6511",1,17,1011,4,4,4,3,4,3,3,2,3,3,3,3,4,3,330,322,1,0,0,1,0,1
"6513",1,40,2586,2,2,2,3,5,2,5,5,4,5,4,3,4,5,0,0,1,0,1,0,0,3
"6522",1,19,488,1,3,1,2,1,1,1,1,4,1,3,2,2,1,22,14,1,0,0,1,0,2
"6525",0,18,1190,2,2,2,3,4,2,4,4,4,2,3,3,4,4,0,0,1,0,0,1,0,1
"6531",0,37,2370,2,2,2,3,2,2,2,2,5,4,5,3,4,2,0,0,1,0,1,0,0,3
"6534",1,30,189,2,1,1,4,5,1,5,5,4,3,5,5,5,5,0,0,1,0,1,0,0,2
"6552",1,50,109,2,3,2,2,1,2,1,1,3,3,4,3,3,1,14,24,1,0,0,1,0,2
"6559",0,36,2475,4,4,4,1,4,1,1,5,3,5,4,1,3,1,0,0,1,0,1,0,0,3
"6573",0,36,190,4,0,3,5,3,3,3,3,2,2,4,4,4,3,0,0,1,0,0,1,0,2
"6575",1,57,1256,2,2,2,4,2,2,2,2,3,5,4,5,4,2,0,0,1,0,1,0,0,1
"6590",1,29,1379,2,2,2,4,1,2,1,1,5,5,5,3,2,1,4,0,1,0,0,1,0,1
"6594",0,26,502,4,4,4,4,3,4,3,3,5,5,5,4,5,3,0,0,1,0,1,0,0,2
"6600",0,66,1371,1,1,1,3,4,1,4,4,2,5,4,4,4,4,4,0,1,0,0,1,0,1
"6607",0,45,760,1,1,1,1,3,1,4,3,2,5,1,4,4,3,0,0,1,0,0,1,0,4
"6614",0,26,2419,5,5,5,4,2,5,2,2,4,2,3,4,5,2,0,0,1,0,1,0,0,3
"6616",0,64,227,4,4,4,3,2,4,2,2,5,5,5,3,5,2,0,0,1,0,1,0,0,2
"6626",0,37,1389,3,3,3,4,5,3,5,5,5,5,5,5,4,5,21,26,1,0,1,0,0,1
"6629",0,65,239,2,1,2,3,1,2,1,1,2,4,3,3,2,1,0,0,1,0,0,1,0,2
"6630",1,17,236,4,0,5,2,4,5,4,4,4,4,5,3,5,4,0,0,1,0,1,0,0,2
"6632",1,21,1322,1,1,1,1,5,1,4,5,5,3,3,2,4,5,40,34,1,0,0,1,0,1
"6641",0,62,391,2,3,2,2,5,2,5,5,2,4,5,2,2,5,10,19,1,0,0,1,0,2
"6643",0,24,719,5,0,5,3,4,5,4,4,4,4,4,4,5,4,0,0,1,0,1,0,0,4
"6663",1,25,654,2,2,2,3,5,2,5,5,3,2,4,3,4,5,0,0,1,0,0,1,0,4
"6665",1,15,1127,3,3,3,5,3,3,4,3,4,5,4,5,5,3,16,21,1,0,0,1,0,1
"6675",1,20,356,2,0,2,5,1,2,1,1,4,4,5,4,5,1,0,7,1,0,0,1,0,2
"6683",0,44,449,3,3,3,4,2,3,2,2,4,4,3,4,4,2,0,24,1,0,0,1,0,2
"6686",1,25,663,2,4,2,4,4,2,4,4,3,1,1,1,3,4,0,0,1,0,0,1,0,4
"6690",0,23,371,1,0,1,5,5,1,5,5,1,4,4,4,1,5,0,0,1,0,0,1,0,2
"6703",1,27,825,1,1,1,3,3,1,3,3,5,5,5,3,5,3,2,0,1,0,1,0,0,4
"6706",0,23,309,2,4,2,3,3,2,5,3,5,5,5,3,4,3,63,75,1,0,0,1,0,2
"6713",0,20,861,1,1,1,3,4,1,4,4,4,5,3,1,3,4,36,51,1,0,0,1,0,4
"6714",0,20,641,5,5,5,2,2,5,2,2,3,3,3,5,2,2,0,0,1,0,0,1,0,4
"6721",0,33,402,2,2,2,3,5,2,5,5,4,5,3,3,3,5,0,0,1,0,0,0,1,2
"6723",0,25,1009,1,2,2,4,2,2,5,2,4,2,4,3,3,2,0,13,1,0,0,1,0,1
"6724",1,53,266,2,4,2,5,5,2,5,5,4,3,4,3,5,5,0,0,0,1,0,1,0,2
"6726",0,27,519,2,2,2,4,1,2,1,1,2,5,4,1,3,1,0,0,1,0,1,0,0,4
"6727",0,13,1479,4,3,3,3,1,4,1,1,2,5,2,3,3,1,0,0,1,0,0,1,0,1
"6730",1,23,907,4,4,4,1,3,4,1,3,3,5,5,5,4,3,78,93,1,0,0,1,0,4
"6732",0,18,528,0,1,0,2,2,0,2,2,4,2,4,4,4,2,0,0,1,0,1,0,0,4
"6736",0,27,552,2,4,2,4,2,2,2,2,2,5,3,1,5,2,0,1,1,0,0,1,0,4
"6741",0,36,282,2,2,2,4,3,2,3,3,3,5,5,5,4,3,0,0,1,0,1,0,0,2
"6755",1,26,227,3,3,3,4,3,3,3,3,2,4,4,1,4,3,0,0,1,0,1,0,0,2
"6761",1,25,848,3,3,3,4,2,3,2,2,3,4,3,2,4,2,0,0,1,0,0,1,0,4
"6765",1,22,1430,3,3,3,4,4,3,4,4,4,4,4,3,5,4,27,15,1,0,0,1,0,1
"6766",1,30,758,1,1,1,2,3,1,3,3,3,5,4,4,4,3,10,0,1,0,1,0,0,4
"6767",0,30,794,1,1,1,3,1,1,4,1,3,1,3,4,4,1,0,0,1,0,0,0,1,4
"6776",1,22,1598,2,2,2,2,3,2,3,3,2,4,4,3,1,3,3,0,1,0,0,1,0,1
"6793",1,20,721,2,4,2,1,4,2,4,4,5,2,2,5,1,4,0,12,1,0,0,0,1,4
"6794",1,50,462,4,4,4,3,5,4,5,5,4,3,3,5,5,5,0,0,1,0,0,1,0,2
"6801",0,24,937,5,0,5,3,2,5,2,2,4,4,4,4,4,2,31,39,1,0,1,0,0,4
"6803",1,26,909,0,0,0,4,5,0,1,5,5,4,5,3,5,5,0,0,1,0,1,0,0,4
"6809",0,35,102,4,3,4,1,1,4,1,1,1,4,2,4,4,1,6,9,1,0,0,1,0,2
"6810",1,16,86,1,2,1,4,5,1,1,5,2,4,3,3,3,5,83,73,1,0,0,1,0,2
"6814",0,52,500,3,1,3,3,5,3,5,5,2,5,4,4,3,5,49,53,1,0,0,1,0,2
"6821",1,28,1214,2,2,2,2,4,2,4,4,2,5,4,2,4,4,0,0,1,0,0,1,0,1
"6829",0,22,2039,5,2,5,1,4,5,5,4,3,4,4,5,4,4,0,0,1,0,1,0,0,3
"6835",0,33,417,2,3,3,5,3,3,3,3,3,4,4,5,5,3,0,0,1,0,1,0,0,2
"6838",1,27,181,2,1,1,4,4,1,3,4,2,1,4,2,4,4,0,0,1,0,0,1,0,2
"6843",0,27,1005,2,2,2,5,3,2,3,3,4,5,4,4,4,3,0,0,1,0,1,0,0,1
"6845",0,21,667,2,3,2,4,1,2,1,1,1,2,3,2,3,1,19,22,1,0,0,1,0,4
"6847",1,22,916,2,2,2,2,2,2,2,2,1,5,3,1,3,2,0,0,1,0,0,1,0,4
"6851",0,44,361,3,2,3,3,2,3,2,2,2,1,3,4,3,2,0,9,1,0,0,1,0,2
"6852",1,25,174,1,4,1,1,1,1,1,1,1,3,1,1,4,1,59,60,1,0,0,1,0,2
"6853",0,34,361,3,4,3,4,1,3,1,1,3,3,3,1,4,1,31,115,1,0,0,1,0,2
"6857",0,39,817,2,2,2,4,1,2,1,1,3,1,3,2,4,1,0,0,1,0,1,0,0,4
"6868",1,44,1956,2,1,1,2,1,2,1,1,2,2,1,2,3,1,106,93,1,0,0,1,0,3
"6875",0,21,468,2,3,2,4,2,2,1,2,1,1,4,3,4,2,79,71,1,0,1,0,0,2
"6885",0,27,1121,5,5,5,5,2,5,3,2,3,3,1,3,1,2,0,4,1,0,0,1,0,1
"6889",1,21,337,2,1,2,2,3,2,2,3,1,2,2,3,1,3,5,12,1,0,0,1,0,2
"6895",0,23,356,4,0,4,1,4,4,2,4,4,2,5,4,3,4,0,0,1,0,0,1,0,2
"6897",1,23,2075,2,2,2,3,1,2,1,1,2,2,4,4,4,1,0,0,1,0,0,1,0,3
"6899",0,18,169,3,4,3,3,4,3,4,4,1,4,3,1,3,4,4,34,1,0,0,1,0,2
"6900",0,23,282,1,4,1,4,4,1,4,4,4,1,3,2,3,4,34,30,1,0,0,1,0,2
"6915",1,42,351,3,3,3,4,2,3,2,2,3,3,3,4,4,2,0,0,1,0,1,0,0,2
"6932",0,50,997,3,3,3,4,4,3,4,4,3,1,4,2,4,4,0,0,1,0,0,1,0,1
"6933",0,40,936,1,1,1,4,5,1,5,5,3,2,3,1,3,5,39,39,1,0,1,0,0,4
"6949",0,31,1979,3,4,4,3,1,3,1,1,3,5,4,1,4,1,21,0,1,0,0,1,0,3
"6952",0,24,201,3,1,3,4,1,3,4,1,4,2,4,2,3,1,6,12,1,0,1,0,0,2
"6956",0,19,402,2,2,2,4,1,2,1,1,2,5,4,3,3,1,9,8,1,0,0,1,0,2
"6960",0,66,342,1,1,1,3,3,1,1,3,2,5,3,3,3,3,0,0,1,0,0,1,0,2
"6964",0,20,570,1,3,1,3,4,1,4,4,2,5,4,3,4,4,67,57,1,0,0,1,0,4
"6965",0,25,967,0,0,0,4,3,0,3,3,5,2,4,5,4,3,11,5,1,0,1,0,0,4
"6966",1,40,1726,4,4,4,3,2,4,2,2,5,3,5,3,4,2,0,0,1,0,1,0,0,1
"6973",1,25,250,2,5,1,4,2,1,2,2,5,2,4,4,5,2,0,4,1,0,0,1,0,2
"6975",0,26,432,2,4,2,3,5,2,5,5,2,1,3,2,3,5,10,12,1,0,0,1,0,2
"6982",0,21,1089,5,5,5,3,3,5,3,3,5,5,4,5,5,3,0,0,1,0,0,1,0,1
"6983",0,54,1031,5,5,5,4,4,5,4,4,5,3,1,5,3,4,0,8,1,0,0,1,0,1
"6994",1,23,627,3,3,3,5,1,3,1,1,2,2,4,4,3,1,58,57,1,0,0,1,0,4
"6995",1,20,551,4,5,4,1,1,4,1,1,3,4,4,4,5,1,0,0,1,0,1,0,0,4
"6996",1,39,266,2,3,3,1,1,3,1,1,4,2,2,3,5,1,6,0,1,0,1,0,0,2
"6999",1,24,546,1,2,1,4,2,1,2,2,4,5,3,3,4,2,60,52,1,0,0,1,0,4
"7013",0,27,399,1,0,1,4,5,1,5,5,5,1,3,2,1,5,0,0,1,0,0,1,0,2
"7016",1,27,991,2,2,2,5,3,2,3,3,4,5,5,3,4,3,1,0,1,0,1,0,0,1
"7017",1,18,671,4,4,4,3,2,4,2,2,1,1,2,3,4,2,0,0,1,0,0,1,0,4
"7021",0,23,270,1,4,1,3,4,1,4,4,4,2,5,4,2,4,11,42,1,0,0,1,0,2
"7031",0,39,89,2,2,2,1,4,2,4,4,5,3,4,4,4,4,0,44,1,0,1,0,0,2
"7037",1,27,651,4,2,4,4,5,4,5,5,2,4,3,3,3,5,0,1,1,0,0,1,0,4
"7043",0,20,308,5,4,5,3,4,5,4,4,1,5,4,3,4,4,1,0,1,0,0,1,0,2
"7049",0,21,280,5,5,5,1,2,5,2,2,4,3,5,5,5,2,0,0,1,0,0,1,0,2
"7059",1,30,639,2,0,1,5,2,1,2,2,2,5,1,2,5,2,9,0,1,0,0,1,0,4
"7062",0,55,125,3,2,3,2,4,3,5,4,4,3,2,4,3,4,1,6,1,0,0,1,0,2
"7067",1,46,1990,3,4,4,2,4,3,4,4,3,5,4,5,5,4,10,11,1,0,1,0,0,3
"7077",0,43,689,1,1,1,4,1,1,2,1,3,2,4,1,3,1,0,0,1,0,0,1,0,4
"7079",0,17,678,2,2,2,3,4,2,4,4,1,3,2,3,2,4,0,36,1,0,0,1,0,4
"7081",0,39,358,1,1,1,3,4,1,4,4,2,1,3,3,4,4,27,30,1,0,0,1,0,2
"7095",0,23,413,5,0,5,2,1,5,1,1,4,2,5,5,4,1,3,16,1,0,0,1,0,2
"7103",1,36,246,2,4,2,4,5,2,5,5,3,3,1,3,1,5,0,0,1,0,0,1,0,2
"7106",0,26,406,2,3,2,3,5,2,5,5,1,1,3,2,4,5,0,10,1,0,0,1,0,2
"7117",0,23,376,0,0,0,1,2,0,2,2,2,4,2,1,4,2,0,0,1,0,0,0,1,2
"7132",1,25,671,1,1,1,3,2,1,2,2,4,5,3,2,3,2,0,0,1,0,0,1,0,4
"7135",0,65,442,3,3,3,5,5,3,2,5,5,3,4,5,4,5,18,7,1,0,1,0,0,2
"7139",1,54,1299,1,1,1,3,1,1,1,1,3,1,3,1,4,1,8,3,1,0,0,1,0,1
"7155",0,21,733,3,3,3,3,1,3,1,1,3,1,3,1,4,1,0,0,1,0,0,1,0,4
"7159",1,35,404,2,1,2,3,1,2,1,1,1,5,3,1,4,1,38,29,1,0,0,1,0,2
"7167",0,50,223,3,4,3,3,2,3,3,2,1,3,4,2,3,2,0,0,1,0,0,1,0,2
"7169",0,42,1083,2,2,2,1,1,2,1,1,3,2,4,5,5,1,0,2,1,0,0,1,0,1
"7171",1,26,508,3,0,3,5,1,3,1,1,2,5,5,3,5,1,0,0,1,0,0,1,0,2
"7184",1,16,709,3,3,3,3,3,3,3,2,5,3,3,3,3,3,10,6,1,0,0,1,0,4
"7185",1,25,479,4,4,4,1,2,4,2,2,3,4,5,4,2,2,0,0,1,0,0,1,0,2
"7188",0,40,666,2,2,2,1,3,2,3,3,3,2,5,4,4,3,20,6,1,0,1,0,0,4
"7189",0,26,399,2,4,2,1,4,2,4,4,1,1,5,1,4,4,45,72,1,0,0,1,0,2
"7192",0,27,672,3,3,3,4,1,3,3,1,3,2,4,3,3,1,5,40,1,0,0,0,1,4
"7195",1,18,177,3,4,4,4,5,4,5,5,3,5,3,3,4,5,34,32,1,0,0,1,0,2
"7196",1,35,1399,3,3,3,5,1,3,1,1,4,5,5,4,4,1,0,0,1,0,1,0,0,1
"7199",0,37,343,1,0,1,4,1,1,1,1,2,1,3,2,4,1,0,0,1,0,0,1,0,2
"7203",1,26,345,3,2,4,4,1,4,3,1,1,3,4,2,4,1,56,49,1,0,1,0,0,2
"7206",1,27,436,4,4,4,5,2,4,2,2,5,5,4,3,4,2,57,54,1,0,1,0,0,2
"7212",0,22,511,2,0,2,4,1,2,1,1,5,4,4,3,4,1,0,0,1,0,0,1,0,2
"7218",0,42,802,2,2,2,1,5,2,5,5,4,4,4,3,5,5,0,12,1,0,1,0,0,4
"7225",1,22,489,2,3,2,3,4,2,2,4,2,5,3,3,3,4,0,6,1,0,0,1,0,2
"7230",1,27,253,4,0,4,2,5,4,5,5,3,1,4,1,2,5,0,0,1,0,0,1,0,2
"7245",1,36,157,1,3,1,5,2,1,2,2,5,5,1,4,1,2,0,0,1,0,0,1,0,2
"7247",1,22,1023,5,5,5,3,5,1,3,3,5,4,5,3,5,3,8,19,1,0,0,1,0,1
"7251",0,36,194,2,3,3,4,2,3,2,2,3,4,3,2,3,2,57,48,1,0,1,0,0,2
"7257",0,26,227,3,3,3,3,3,3,4,3,2,1,3,2,3,3,38,44,1,0,1,0,0,2
"7260",0,26,993,4,4,4,3,5,4,5,5,4,4,4,4,4,5,0,0,1,0,0,1,0,1
"7261",1,18,781,3,3,3,1,5,3,5,5,4,2,5,3,5,5,0,0,1,0,0,1,0,4
"7298",1,33,631,3,3,3,1,5,3,5,5,5,3,4,5,4,5,17,10,1,0,1,0,0,4
"7304",0,22,1033,5,5,5,3,2,5,2,2,5,2,4,5,4,2,0,0,1,0,0,1,0,1
"7308",0,37,405,3,3,3,4,1,3,1,1,4,3,5,3,4,1,105,129,1,0,1,0,0,2
"7316",1,20,639,1,2,1,3,4,1,4,4,4,1,3,4,4,4,0,0,1,0,0,1,0,4
"7317",0,27,376,4,4,4,4,2,4,2,2,2,4,4,2,3,2,0,0,1,0,0,0,1,2
"7326",1,20,164,2,0,2,3,2,2,2,2,3,4,4,4,5,2,0,1,1,0,0,1,0,2
"7344",1,18,237,5,0,5,3,3,5,3,3,2,5,5,2,2,3,0,0,1,0,1,0,0,2
"7345",0,39,143,4,4,4,2,1,4,1,1,2,5,2,5,1,1,2,0,1,0,0,1,0,2
"7346",1,26,817,5,5,5,3,1,5,4,1,3,3,1,2,3,1,0,0,1,0,0,1,0,4
"7357",1,28,1205,1,1,1,4,4,1,4,4,4,3,5,4,5,4,14,14,1,0,1,0,0,1
"7361",0,28,842,4,5,5,1,5,5,5,5,3,2,4,4,4,5,0,6,1,0,1,0,0,4
"7366",0,20,414,2,1,2,4,2,2,5,2,3,4,3,2,4,2,1,1,1,0,0,1,0,2
"7367",0,17,533,2,2,2,3,2,2,2,2,3,4,3,4,4,2,83,78,1,0,0,1,0,4
"7368",1,19,990,2,2,2,3,3,2,3,3,3,1,4,1,4,3,0,0,1,0,0,1,0,1
"7384",1,25,950,3,3,3,4,3,3,3,3,4,5,3,2,3,3,48,35,1,0,0,1,0,4
"7387",0,21,214,4,0,4,5,5,4,5,5,4,2,4,5,5,5,0,0,1,0,1,0,0,2
"7389",0,45,1013,3,3,3,4,4,3,4,4,1,3,2,4,4,4,0,0,1,0,0,1,0,1
"7392",1,17,328,0,0,0,5,1,0,1,1,5,3,4,4,5,1,0,0,1,0,1,0,0,2
"7402",0,20,862,0,0,0,2,3,0,3,3,5,5,5,5,5,3,0,0,1,0,1,0,0,4
"7406",1,26,1012,0,0,0,3,3,2,5,3,4,4,5,5,5,3,11,10,1,0,1,0,0,1
"7414",1,40,799,1,1,1,3,5,1,5,5,1,2,3,3,4,5,64,63,1,0,0,1,0,4
"7417",1,64,599,3,0,3,5,3,3,3,3,3,2,4,3,4,3,0,7,0,1,0,1,0,4
"7420",1,25,251,4,4,3,3,1,3,1,1,4,5,5,5,5,1,10,6,1,0,1,0,0,2
"7424",0,40,402,3,3,3,3,1,3,1,1,3,2,5,5,4,1,28,35,1,0,1,0,0,2
"7431",0,13,842,1,1,1,4,3,1,1,3,1,4,3,4,3,3,5,13,1,0,0,1,0,4
"7432",0,22,1149,5,5,5,3,1,5,1,1,4,3,5,3,4,1,0,0,1,0,1,0,0,1
"7443",0,80,265,3,4,4,4,5,3,5,2,2,3,2,2,2,1,30,15,1,0,1,0,0,2
"7445",0,26,1111,4,4,4,4,2,4,2,2,4,1,4,3,4,2,0,0,1,0,0,1,0,1
"7452",0,27,545,4,4,4,3,4,4,4,4,4,3,5,4,4,4,0,0,1,0,1,0,0,4
"7453",0,34,195,2,2,2,3,3,2,3,3,4,5,4,3,4,3,0,36,1,0,0,1,0,2
"7462",0,38,223,4,2,4,4,2,4,2,2,3,3,4,1,4,2,0,0,1,0,0,1,0,2
"7466",0,27,668,0,0,0,5,5,0,5,5,5,5,5,5,5,5,1,0,1,0,1,0,0,4
"7473",0,26,985,2,2,2,4,2,2,2,2,4,3,5,4,5,2,0,0,1,0,1,0,0,1
"7475",0,22,657,2,4,2,3,2,2,2,2,3,4,4,2,3,2,0,0,1,0,0,1,0,4
"7478",0,24,201,5,4,5,1,1,5,1,1,4,5,5,3,4,1,84,90,1,0,1,0,0,2
"7479",0,22,1084,3,3,3,3,3,3,5,3,3,3,4,3,5,3,0,0,1,0,0,1,0,1
