"","satisfaction","Gender","Customer.Type","Age","Type.of.Travel","Class","Flight.Distance","Inflight.wifi.service","Departure.Arrival.time.convenient","Ease.of.Online.booking","Gate.location","Food.and.drink","Online.boarding","Seat.comfort","Inflight.entertainment","On.board.service","Leg.room.service","Baggage.handling","Checkin.service","Inflight.service","Cleanliness","Departure.Delay.in.Minutes","Arrival.Delay.in.Minutes","cluster"
"12252",0,0,"disloyal Customer",38,"Business travel","Eco",151,2,1,2,4,2,2,2,2,3,3,4,3,3,2,0,0,4
"12253",1,1,"disloyal Customer",38,"Business travel","Eco",2677,5,5,5,3,5,3,3,3,2,5,4,3,5,3,0,19,2
"12255",0,1,"disloyal Customer",17,"Business travel","Eco",338,4,1,4,3,4,4,5,4,1,3,3,4,3,4,6,1,2
"12265",0,1,"disloyal Customer",29,"Business travel","Business",867,2,2,2,4,3,2,3,3,4,3,4,3,5,3,0,0,4
"12280",0,1,"disloyal Customer",29,"Business travel","Eco",701,3,3,3,4,5,3,4,5,1,1,4,1,3,5,25,35,1
"12282",0,0,"disloyal Customer",37,"Business travel","Eco",894,3,3,3,1,2,3,2,2,1,1,3,2,1,2,0,0,3
"12294",1,0,"disloyal Customer",57,"Business travel","Business",1182,3,3,3,2,5,3,5,5,5,3,5,3,4,5,0,0,2
"12298",0,0,"disloyal Customer",23,"Business travel","Eco",1089,3,4,4,4,5,4,1,5,5,4,4,3,4,5,0,17,2
"12303",0,1,"disloyal Customer",23,"Business travel","Eco",529,2,5,2,4,3,2,2,3,5,2,5,3,5,3,0,0,4
"12317",0,1,"disloyal Customer",27,"Business travel","Business",304,2,2,2,2,4,2,4,4,5,5,4,4,5,4,0,0,1
"12318",1,0,"disloyal Customer",24,"Business travel","Eco",1222,5,5,5,4,5,5,3,5,3,3,3,5,5,5,7,0,2
"12322",1,1,"disloyal Customer",39,"Business travel","Business",1235,5,5,5,4,5,5,5,5,5,5,5,5,5,5,0,20,2
"12327",0,1,"disloyal Customer",37,"Business travel","Business",2172,2,2,2,5,2,2,2,2,3,4,4,5,4,2,0,0,4
"12334",1,1,"disloyal Customer",23,"Business travel","Eco",484,4,0,4,3,4,4,4,4,5,4,4,3,4,4,4,12,2
"12346",0,1,"disloyal Customer",25,"Business travel","Eco",715,3,3,3,5,3,3,3,3,3,3,4,1,1,3,120,119,3
"12359",1,0,"disloyal Customer",21,"Business travel","Eco",814,4,4,4,1,4,4,4,4,4,5,4,3,4,4,0,0,2
"12366",0,0,"disloyal Customer",12,"Business travel","Business",562,3,2,3,3,2,3,2,2,3,4,3,3,3,2,11,25,3
"12377",0,1,"disloyal Customer",24,"Business travel","Eco",919,4,4,4,3,2,4,2,2,3,4,4,5,5,2,0,0,3
"12381",0,1,"disloyal Customer",38,"Business travel","Eco",101,2,2,2,4,2,2,2,2,3,3,4,2,3,2,0,0,4
"12389",0,0,"disloyal Customer",30,"Business travel","Eco Plus",666,3,3,3,1,5,3,5,5,4,4,3,2,2,5,5,0,1
"12392",1,1,"disloyal Customer",22,"Business travel","Eco",495,4,0,4,2,5,4,1,5,4,2,4,3,4,5,0,0,2
"12394",1,0,"disloyal Customer",21,"Business travel","Business",423,0,0,0,1,3,0,4,3,4,2,4,4,5,3,0,3,4
"12399",0,0,"disloyal Customer",23,"Business travel","Eco",377,2,4,2,4,2,2,2,2,4,2,5,4,5,2,0,0,4
"12413",0,1,"disloyal Customer",31,"Business travel","Eco",1215,1,1,1,3,4,1,2,4,1,5,4,1,3,4,12,6,1
"12421",0,0,"disloyal Customer",28,"Business travel","Eco",868,4,4,4,4,2,4,2,2,2,3,3,4,4,2,26,28,3
"12424",0,0,"disloyal Customer",25,"Business travel","Business",1171,1,0,1,3,4,1,4,4,3,4,5,5,5,4,0,0,1
"12431",0,0,"disloyal Customer",26,"Business travel","Eco",1598,2,2,2,2,3,2,3,3,5,1,4,2,4,3,1,0,4
"12433",0,1,"disloyal Customer",62,"Business travel","Business",2075,2,2,2,1,1,2,1,1,4,2,5,4,5,1,0,0,4
"12437",0,1,"disloyal Customer",39,"Business travel","Eco Plus",373,2,2,2,1,5,2,5,5,2,2,2,4,2,5,0,0,1
"12443",0,1,"disloyal Customer",33,"Business travel","Business",214,2,2,2,5,2,2,2,2,5,3,4,4,4,2,0,0,4
"12448",0,1,"disloyal Customer",23,"Business travel","Eco",693,2,2,2,3,3,2,3,3,2,4,3,2,4,3,3,1,4
"12450",0,0,"disloyal Customer",28,"Business travel","Eco",1266,2,2,2,3,4,2,4,4,2,2,3,2,2,4,0,0,1
"12451",0,0,"disloyal Customer",25,"Business travel","Business",1846,2,5,2,1,1,2,1,1,4,3,4,5,4,1,1,0,4
"12453",0,0,"disloyal Customer",23,"Business travel","Eco",983,2,2,2,3,2,2,3,2,3,3,3,1,3,2,0,0,4
"12455",0,0,"disloyal Customer",26,"Business travel","Business",762,1,1,1,5,4,1,4,4,3,5,4,4,4,4,0,0,1
"12458",1,0,"disloyal Customer",17,"Business travel","Business",1020,0,0,0,3,4,0,4,4,4,3,5,5,4,4,11,0,1
"12459",0,1,"disloyal Customer",39,"Business travel","Business",984,1,2,2,2,5,2,5,5,3,2,5,5,5,5,2,0,1
"12462",0,0,"disloyal Customer",39,"Business travel","Eco",116,1,0,2,4,1,2,1,1,1,1,3,1,4,1,0,0,4
"12470",1,1,"disloyal Customer",38,"Business travel","Business",239,5,5,5,2,3,5,3,3,5,3,5,5,4,3,21,12,2
"12474",0,1,"disloyal Customer",28,"Business travel","Eco",1342,3,3,3,4,2,3,2,2,2,2,4,2,4,2,110,83,3
"12475",0,1,"disloyal Customer",19,"Business travel","Eco",1267,1,1,1,4,1,1,4,1,1,3,3,4,3,1,0,0,4
"12492",0,0,"disloyal Customer",25,"Business travel","Eco",315,3,3,4,4,3,4,3,3,2,4,3,2,4,3,21,33,3
"12494",0,1,"disloyal Customer",56,"Business travel","Eco",119,3,0,3,3,1,3,1,1,5,3,1,1,3,1,0,0,3
"12505",0,1,"disloyal Customer",27,"Business travel","Business",109,4,4,4,2,4,4,4,4,4,2,4,4,4,4,0,0,2
"12511",0,1,"disloyal Customer",22,"Business travel","Eco",109,2,5,2,1,2,2,2,2,1,2,4,3,2,2,5,3,4
"12517",1,1,"disloyal Customer",20,"Business travel","Eco",395,0,0,0,1,2,0,2,2,4,2,5,4,5,2,0,0,4
"12519",0,0,"disloyal Customer",29,"Business travel","Eco",978,1,1,1,4,5,1,5,5,3,2,3,2,1,5,0,0,1
"12523",0,1,"disloyal Customer",40,"Business travel","Eco",975,1,2,2,4,2,3,3,4,1,3,1,3,3,3,18,47,1
"12531",0,0,"disloyal Customer",38,"Business travel","Business",667,2,2,2,1,5,2,5,5,3,4,4,3,5,5,0,0,1
"12535",1,0,"disloyal Customer",40,"Business travel","Business",431,4,3,3,2,3,3,3,3,3,3,4,3,4,3,0,0,3
"12540",0,0,"disloyal Customer",22,"Business travel","Eco",666,3,0,3,5,2,3,2,2,4,5,4,5,4,2,1,0,3
"12542",1,1,"disloyal Customer",23,"Business travel","Business",1059,0,4,0,3,3,0,3,3,4,2,3,5,4,3,5,0,4
"12558",0,1,"disloyal Customer",38,"Business travel","Eco Plus",196,4,4,4,2,2,4,2,2,1,1,2,3,1,2,0,0,3
"12560",0,1,"disloyal Customer",34,"Business travel","Business",462,1,1,1,1,5,1,3,5,5,3,5,5,4,5,0,0,1
"12569",1,0,"disloyal Customer",18,"Business travel","Business",1261,5,0,5,1,5,2,2,3,2,3,4,2,5,2,18,39,3
"12576",0,1,"disloyal Customer",21,"Business travel","Eco",762,3,3,3,3,2,3,2,2,2,4,4,3,3,2,0,0,3
"12588",0,1,"disloyal Customer",27,"Business travel","Eco",207,2,0,2,1,4,2,1,4,1,5,2,1,4,4,0,0,1
"12590",0,1,"disloyal Customer",39,"Business travel","Business",834,3,3,3,3,2,3,2,2,4,2,2,2,2,2,8,15,3
"12604",0,1,"disloyal Customer",26,"Business travel","Eco",777,2,2,2,4,2,2,2,2,2,5,4,3,4,2,0,12,4
"12622",0,1,"disloyal Customer",23,"Business travel","Eco",631,2,0,2,3,5,2,5,5,3,5,4,3,5,5,0,6,1
"12630",0,0,"disloyal Customer",80,"Business travel","Business",152,3,4,4,3,3,3,3,4,5,4,3,3,3,3,249,248,2
"12638",1,1,"disloyal Customer",20,"Business travel","Eco Plus",192,0,0,1,4,3,1,1,3,1,1,4,4,4,3,123,117,4
"12640",0,0,"disloyal Customer",26,"Business travel","Eco",680,3,3,3,4,5,3,1,5,1,3,4,1,3,5,54,43,1
"12655",0,1,"disloyal Customer",25,"Business travel","Business",302,3,0,3,1,3,3,3,3,5,2,5,3,5,3,0,0,2
"12658",0,0,"disloyal Customer",19,"Business travel","Eco",393,1,4,1,1,4,1,4,4,5,3,5,4,4,4,0,0,1
"12667",0,0,"disloyal Customer",21,"Business travel","Eco",1142,1,1,1,3,1,1,1,1,4,4,4,2,4,1,16,5,4
"12678",0,0,"disloyal Customer",17,"Business travel","Eco",1499,3,3,3,3,4,3,4,4,5,4,1,3,1,4,0,5,1
"12682",0,0,"disloyal Customer",26,"Business travel","Business",473,2,2,2,3,2,2,2,2,4,3,4,5,5,2,0,0,4
"12688",0,1,"disloyal Customer",36,"Business travel","Eco",304,3,3,2,3,3,2,3,3,2,5,3,3,4,3,0,0,4
"12689",1,0,"disloyal Customer",22,"Business travel","Eco",1277,5,5,5,3,5,1,1,5,3,3,5,1,4,1,0,0,2
"12699",1,1,"disloyal Customer",24,"Business travel","Business",895,5,0,5,1,4,5,4,4,3,5,4,4,5,4,21,10,2
"12705",1,1,"disloyal Customer",25,"Business travel","Eco",752,5,5,5,3,1,5,5,1,2,3,2,4,4,1,7,0,3
"12708",0,1,"disloyal Customer",38,"Business travel","Business",862,2,2,2,2,3,2,3,3,5,4,4,3,4,3,11,0,4
"12714",0,1,"disloyal Customer",59,"Business travel","Business",273,2,2,2,1,1,2,1,1,5,4,5,5,4,1,0,6,4
"12732",0,1,"disloyal Customer",40,"Business travel","Business",356,1,1,1,1,3,1,4,3,2,2,4,1,2,3,0,0,1
"12733",0,1,"disloyal Customer",24,"Business travel","Eco",1035,1,1,1,3,4,1,4,4,5,1,2,3,2,4,0,0,1
"12734",1,0,"disloyal Customer",21,"Business travel","Eco",585,5,2,5,2,4,5,4,4,5,5,4,3,4,4,9,51,2
"12740",0,1,"disloyal Customer",45,"Business travel","Business",762,3,3,3,4,2,3,2,2,5,2,4,5,5,2,58,43,3
"12743",0,0,"disloyal Customer",29,"Business travel","Eco",868,2,2,2,3,2,2,2,2,4,5,3,1,4,2,0,2,4
"12750",0,1,"disloyal Customer",36,"Business travel","Eco",297,1,4,1,3,1,4,4,3,2,4,3,4,4,4,447,433,4
"12759",0,0,"disloyal Customer",20,"Business travel","Eco",669,2,1,2,2,5,2,2,5,2,5,2,2,2,5,34,28,1
"12771",0,0,"disloyal Customer",20,"Business travel","Eco",308,2,2,2,3,5,2,5,5,4,4,4,4,3,5,11,16,1
"12779",0,0,"disloyal Customer",26,"Business travel","Business",342,3,5,2,2,5,2,5,5,5,4,4,4,4,5,0,0,2
"12786",0,1,"disloyal Customer",27,"Business travel","Eco",1635,4,4,4,4,4,4,4,4,1,3,3,2,3,4,6,8,2
"12788",0,0,"disloyal Customer",38,"Business travel","Eco",237,2,1,2,3,2,3,2,4,3,2,3,2,4,2,196,214,4
"12815",0,0,"disloyal Customer",12,"Business travel","Eco",849,1,1,1,4,4,1,4,4,1,2,3,3,4,4,18,3,1
"12817",1,1,"disloyal Customer",25,"Business travel","Eco",748,0,0,0,3,1,1,1,1,3,2,4,4,5,1,20,14,4
"12821",0,0,"disloyal Customer",59,"Business travel","Business",457,3,3,3,4,1,3,1,1,4,2,5,3,5,1,34,37,3
"12833",0,0,"disloyal Customer",28,"Business travel","Business",775,1,1,1,3,3,1,3,3,3,4,4,3,4,3,59,64,4
"12837",1,1,"disloyal Customer",25,"Business travel","Business",626,4,3,4,1,4,4,1,4,5,2,5,5,5,4,0,0,2
"12843",0,1,"disloyal Customer",28,"Business travel","Eco",566,3,1,3,4,2,3,2,2,4,3,3,4,4,2,100,88,3
"12844",0,1,"disloyal Customer",27,"Business travel","Eco",930,3,2,2,3,2,2,2,2,4,2,4,3,4,2,0,0,4
"12845",0,0,"disloyal Customer",22,"Business travel","Eco",712,2,2,2,3,5,2,5,5,1,3,2,3,3,5,29,25,1
"12846",0,1,"disloyal Customer",62,"Business travel","Eco",813,2,2,2,3,5,2,5,5,3,1,3,4,2,5,0,0,1
"12847",0,0,"disloyal Customer",36,"Business travel","Business",214,3,3,3,4,5,3,1,5,4,5,5,4,5,5,0,0,2
"12852",1,0,"disloyal Customer",58,"Business travel","Eco",266,4,0,4,1,5,4,5,5,2,5,3,2,3,5,0,0,1
"12860",1,0,"disloyal Customer",22,"Business travel","Business",1033,5,4,5,2,4,5,4,4,4,3,5,3,5,4,0,0,2
"12865",0,0,"disloyal Customer",22,"Business travel","Eco",604,4,3,4,5,4,4,4,4,3,4,4,4,3,4,0,0,2
"12869",1,1,"disloyal Customer",20,"Business travel","Eco",425,4,0,4,3,4,4,4,4,4,5,4,4,4,4,25,17,2
"12870",0,1,"disloyal Customer",36,"Business travel","Eco",338,2,3,2,4,2,2,2,2,1,3,4,4,4,2,0,0,4
"12874",0,0,"disloyal Customer",17,"Business travel","Eco",130,3,4,3,4,3,3,3,3,1,5,3,1,4,3,5,0,3
"12878",0,1,"disloyal Customer",23,"Business travel","Eco",101,4,4,4,4,5,4,2,5,2,2,3,1,4,5,0,0,2
"12881",0,0,"disloyal Customer",23,"Business travel","Eco",368,2,4,1,2,5,1,3,5,4,2,5,3,5,5,0,0,1
"12883",0,0,"disloyal Customer",27,"Business travel","Eco",187,2,0,2,3,2,2,2,2,2,4,5,1,3,2,0,0,4
"12888",0,1,"disloyal Customer",35,"Business travel","Business",2125,3,3,3,3,3,3,3,3,4,3,4,4,5,3,9,0,2
"12891",0,0,"disloyal Customer",22,"Business travel","Eco",541,2,3,2,3,5,2,5,5,3,4,4,4,3,5,21,8,1
"12896",0,0,"disloyal Customer",25,"Business travel","Eco",147,2,3,2,1,5,2,5,5,1,1,2,5,4,5,0,0,1
"12900",0,1,"disloyal Customer",39,"Business travel","Eco",463,1,2,1,3,5,1,5,5,2,4,3,1,4,5,51,111,1
"12910",0,0,"disloyal Customer",28,"Business travel","Eco",997,3,3,3,3,2,3,5,2,3,3,3,4,2,2,0,1,3
"12915",0,1,"disloyal Customer",23,"Business travel","Eco",331,2,5,2,1,4,2,4,4,4,3,4,5,5,4,4,0,2
"12925",0,1,"disloyal Customer",19,"Business travel","Eco",864,4,4,4,4,4,5,2,4,5,3,3,2,2,2,103,171,3
"12926",0,1,"disloyal Customer",75,"Business travel","Eco",850,3,3,3,4,5,3,5,5,1,2,3,3,4,5,0,0,1
"12927",0,0,"disloyal Customer",22,"Business travel","Eco",561,1,0,1,1,4,1,4,4,5,3,5,4,4,4,35,39,1
"12929",0,0,"disloyal Customer",26,"Business travel","Eco",2133,4,4,4,1,2,4,3,2,1,3,1,3,5,2,67,67,3
"12933",0,0,"disloyal Customer",37,"Business travel","Business",335,1,1,1,4,4,1,4,4,4,4,4,3,5,4,0,0,1
"12939",0,1,"disloyal Customer",17,"Business travel","Eco",391,3,4,3,4,4,3,4,4,3,3,3,2,4,4,1,3,1
"12943",0,1,"disloyal Customer",32,"Business travel","Business",787,3,3,3,2,5,3,5,5,4,4,5,4,5,5,0,3,2
"12945",0,1,"disloyal Customer",36,"Business travel","Business",926,4,4,4,3,2,4,2,2,5,3,4,3,4,2,0,0,3
"12947",0,0,"disloyal Customer",33,"Business travel","Business",605,3,3,3,4,2,3,2,2,4,5,5,4,5,2,11,0,3
"12949",0,1,"disloyal Customer",33,"Business travel","Eco",109,3,0,3,4,1,3,1,1,4,3,4,5,4,1,3,0,3
"12951",0,0,"disloyal Customer",39,"Business travel","Business",460,4,4,4,2,2,4,2,2,2,1,1,1,2,2,0,0,3
"12958",1,0,"disloyal Customer",30,"Business travel","Business",722,4,4,4,1,2,4,2,2,4,2,4,5,5,2,0,0,3
"12963",0,0,"disloyal Customer",40,"Business travel","Business",689,2,2,2,3,4,2,4,4,2,4,4,1,5,4,0,0,1
"12964",0,0,"disloyal Customer",36,"Business travel","Eco",200,3,4,3,3,4,3,1,4,5,5,4,4,4,4,0,0,2
"12969",0,0,"disloyal Customer",54,"Business travel","Eco",599,2,3,2,4,2,2,2,2,4,4,4,1,3,2,0,0,4
"12974",1,1,"disloyal Customer",23,"Business travel","Business",605,5,0,5,4,2,5,2,2,3,2,5,4,4,2,0,1,3
"12978",0,1,"disloyal Customer",50,"Business travel","Business",1085,4,4,4,3,1,4,1,1,1,5,4,1,4,1,0,0,3
"12980",1,0,"disloyal Customer",24,"Business travel","Eco",432,5,0,5,1,2,5,2,2,1,3,5,1,1,2,7,0,3
"12997",0,1,"disloyal Customer",36,"Business travel","Eco",475,2,5,2,3,2,1,1,1,1,3,1,1,2,1,171,185,4
"13003",0,1,"disloyal Customer",27,"Business travel","Eco",442,1,1,1,1,1,1,1,1,4,4,2,3,2,1,18,22,4
"13008",1,1,"disloyal Customer",22,"Business travel","Business",373,5,0,4,2,4,4,4,4,4,4,4,3,5,4,0,0,2
"13016",0,1,"disloyal Customer",36,"Business travel","Eco",513,2,0,2,5,2,2,2,2,4,1,3,5,1,2,0,0,4
"13032",0,1,"disloyal Customer",32,"Business travel","Business",759,3,3,3,2,5,3,5,5,5,2,5,4,4,5,15,6,2
"13041",0,1,"disloyal Customer",24,"Business travel","Eco",144,1,2,1,2,2,1,4,2,1,5,1,2,1,2,0,0,4
"13054",0,1,"disloyal Customer",38,"Business travel","Eco",413,2,3,2,1,1,2,1,1,2,4,5,5,3,1,17,31,4
"13055",0,0,"disloyal Customer",17,"Business travel","Eco",986,2,2,2,3,4,2,4,4,3,2,4,4,3,4,10,0,1
"13063",0,1,"disloyal Customer",35,"Business travel","Eco",1342,1,1,1,4,1,1,1,1,3,5,3,3,4,1,69,67,4
"13068",0,0,"disloyal Customer",27,"Business travel","Eco Plus",272,2,2,2,3,2,2,2,2,4,3,3,1,3,2,9,10,4
"13069",0,0,"disloyal Customer",35,"Business travel","Business",1199,1,1,1,4,3,1,3,3,4,2,5,4,5,3,1,0,4
"13071",0,1,"disloyal Customer",29,"Business travel","Eco",1121,2,2,2,4,1,2,1,1,3,1,2,4,4,1,6,0,4
"13084",0,0,"disloyal Customer",20,"Business travel","Eco",1849,2,2,2,4,2,2,2,2,1,1,3,3,4,2,10,13,4
"13086",0,0,"disloyal Customer",27,"Business travel","Eco",999,2,2,2,4,5,2,5,5,4,1,4,1,2,5,0,0,1
"13091",0,1,"disloyal Customer",44,"Business travel","Business",363,3,3,3,3,2,3,2,2,4,3,3,1,3,2,14,18,3
"13100",0,0,"disloyal Customer",46,"Business travel","Business",1491,1,1,1,4,1,1,2,1,4,3,5,3,4,1,5,0,4
"13101",1,1,"disloyal Customer",16,"Business travel","Eco",372,0,0,0,3,3,0,3,3,4,4,1,4,1,3,0,0,4
"13103",0,1,"disloyal Customer",47,"Business travel","Eco",448,3,2,3,4,2,3,2,2,1,5,3,3,4,2,52,46,3
"13107",1,1,"disloyal Customer",52,"Business travel","Business",632,5,5,5,3,1,5,1,1,3,5,4,5,4,1,0,0,3
"13123",0,0,"disloyal Customer",37,"Business travel","Eco",850,4,4,4,2,5,4,5,5,4,5,1,1,2,5,0,12,2
"13134",0,1,"disloyal Customer",27,"Business travel","Eco",907,2,2,2,3,1,2,1,1,1,1,4,4,4,1,49,42,4
"13138",0,1,"disloyal Customer",47,"Personal Travel","Eco",2442,2,4,2,2,3,2,3,3,5,2,4,4,5,3,0,0,4
"13139",0,0,"disloyal Customer",29,"Business travel","Eco",1014,2,2,2,2,3,2,3,3,3,2,3,4,3,3,0,21,4
"13160",0,1,"disloyal Customer",25,"Business travel","Eco",1235,1,1,1,4,4,1,4,4,2,5,3,3,4,4,0,1,1
"13168",0,1,"disloyal Customer",38,"Business travel","Business",1346,3,3,3,1,2,3,2,2,3,2,5,4,4,2,0,19,3
"13169",0,1,"disloyal Customer",38,"Business travel","Eco",288,3,3,3,3,2,3,2,2,4,2,3,2,3,2,11,6,3
"13170",0,0,"disloyal Customer",23,"Business travel","Eco",462,3,1,3,2,3,3,3,3,1,2,1,3,1,3,23,24,1
"13171",0,0,"disloyal Customer",24,"Business travel","Eco",720,4,5,5,4,4,5,4,4,4,2,3,4,4,4,0,0,2
"13172",1,0,"disloyal Customer",27,"Business travel","Business",1035,4,4,4,3,4,4,4,4,3,3,4,5,4,4,0,18,2
"13187",0,0,"disloyal Customer",51,"Business travel","Eco",525,3,1,3,3,4,3,4,4,4,2,2,3,3,4,0,0,1
"13203",0,1,"disloyal Customer",23,"Business travel","Eco",181,2,2,2,1,5,2,5,5,4,4,2,3,2,5,3,2,1
"13209",1,1,"disloyal Customer",25,"Business travel","Eco",982,4,4,4,1,3,4,3,3,3,2,5,4,4,3,0,0,2
"13220",1,0,"disloyal Customer",23,"Business travel","Business",414,0,0,0,5,4,0,4,4,5,4,5,5,4,4,27,25,1
"13222",0,1,"disloyal Customer",36,"Business travel","Business",283,4,4,4,1,2,4,2,2,3,3,5,4,5,2,0,0,3
"13224",1,1,"disloyal Customer",26,"Business travel","Business",373,5,0,5,2,2,5,2,2,4,5,5,3,5,2,48,48,3
"13225",0,1,"disloyal Customer",29,"Business travel","Eco",721,2,2,2,1,5,2,5,5,5,4,1,5,3,5,0,0,1
"13229",1,1,"disloyal Customer",24,"Business travel","Business",776,4,0,4,3,1,4,1,1,5,4,4,3,5,1,0,0,3
"13230",0,0,"disloyal Customer",19,"Business travel","Eco",740,3,3,3,3,3,3,3,3,5,3,1,4,5,3,0,0,3
"13247",1,1,"disloyal Customer",21,"Business travel","Business",270,4,3,4,1,3,4,4,3,5,4,1,4,2,3,0,22,3
"13261",0,1,"disloyal Customer",47,"Business travel","Business",930,3,3,3,3,4,3,4,4,3,4,4,4,4,4,0,0,2
"13266",0,1,"disloyal Customer",20,"Business travel","Eco",692,2,2,2,3,5,2,5,5,5,3,5,3,4,5,0,0,1
"13281",1,1,"disloyal Customer",65,"Business travel","Business",337,4,4,4,5,4,4,4,4,5,4,5,5,5,4,0,1,2
"13285",0,1,"disloyal Customer",26,"Business travel","Eco",548,1,4,1,4,5,1,5,5,4,5,3,1,3,5,0,2,1
"13302",0,0,"disloyal Customer",40,"Business travel","Business",156,3,3,3,3,3,3,3,3,3,3,5,4,5,3,8,2,2
"13304",0,1,"disloyal Customer",21,"Business travel","Eco",140,2,3,2,3,4,2,5,4,1,3,3,3,3,4,0,0,1
"13307",0,0,"disloyal Customer",20,"Business travel","Business",2133,1,4,1,4,4,1,4,4,2,5,3,1,4,4,54,35,1
"13314",0,0,"disloyal Customer",22,"Business travel","Eco",541,1,3,1,3,2,1,2,2,3,4,4,2,4,2,0,0,4
"13317",0,0,"disloyal Customer",20,"Business travel","Eco",236,2,2,2,4,5,2,5,5,2,2,4,2,4,5,22,15,1
"13320",1,1,"disloyal Customer",25,"Business travel","Eco",1121,3,3,3,4,2,3,2,2,4,2,3,4,4,2,53,64,3
"13321",0,1,"disloyal Customer",26,"Business travel","Eco",861,2,2,2,1,5,2,5,5,1,4,3,5,1,5,0,0,1
"13328",0,0,"disloyal Customer",22,"Business travel","Business",580,3,2,3,3,2,3,2,2,1,1,3,2,3,2,94,77,3
"13329",0,1,"disloyal Customer",29,"Business travel","Eco",646,3,3,3,3,1,3,1,1,4,1,3,3,3,1,56,52,3
"13337",1,1,"disloyal Customer",22,"Business travel","Eco",753,5,5,5,1,5,5,5,5,2,2,2,1,5,5,0,0,2
"13347",0,0,"disloyal Customer",27,"Business travel","Eco",853,2,2,2,4,2,2,2,2,5,1,2,4,3,2,54,39,4
"13352",0,0,"disloyal Customer",13,"Business travel","Eco",986,2,1,1,3,1,1,1,1,3,3,4,3,4,1,2,26,4
"13362",0,0,"disloyal Customer",37,"Business travel","Eco",147,2,0,2,2,5,2,5,5,1,2,5,1,3,5,22,15,1
"13368",1,1,"disloyal Customer",37,"Business travel","Business",148,3,3,3,1,4,3,2,4,4,4,4,4,4,4,0,0,2
"13374",0,1,"disloyal Customer",39,"Business travel","Eco",84,2,4,2,1,4,2,4,4,1,3,4,2,4,4,0,0,1
"13375",1,0,"disloyal Customer",15,"Business travel","Business",733,4,4,4,2,3,4,3,3,4,5,4,4,5,3,0,0,2
"13379",0,0,"disloyal Customer",27,"Business travel","Eco",230,2,0,2,4,1,2,1,1,3,3,3,1,5,1,0,0,4
"13400",0,0,"disloyal Customer",23,"Business travel","Eco",258,1,3,1,3,1,1,1,1,4,3,4,2,4,1,25,18,4
"13408",0,0,"disloyal Customer",19,"Business travel","Eco",1182,3,3,3,3,2,3,2,2,4,5,5,4,4,2,43,49,3
"13412",1,0,"disloyal Customer",25,"Business travel","Business",1199,5,5,5,3,1,5,1,1,5,4,4,3,4,1,11,0,3
"13418",1,0,"disloyal Customer",23,"Business travel","Eco",577,0,0,1,1,5,1,5,5,4,2,4,2,1,5,0,0,1
"13421",1,0,"disloyal Customer",17,"Business travel","Business",1269,0,0,0,3,3,0,3,3,3,2,5,5,5,3,107,126,4
"13437",0,1,"disloyal Customer",24,"Business travel","Eco",997,2,2,2,3,1,2,1,1,3,5,5,3,5,1,0,0,4
"13439",0,0,"disloyal Customer",34,"Business travel","Eco",341,3,2,3,4,5,3,5,5,4,2,3,4,3,5,114,103,1
"13445",0,0,"disloyal Customer",25,"Business travel","Business",599,2,0,2,2,3,2,3,3,4,4,5,4,4,3,0,0,4
"13450",0,1,"disloyal Customer",25,"Business travel","Eco",541,1,1,1,3,2,1,2,2,2,4,3,4,3,2,0,0,4
"13453",0,1,"disloyal Customer",11,"Business travel","Eco",1352,1,1,1,4,5,1,5,5,3,1,4,4,3,5,0,0,1
"13462",1,0,"disloyal Customer",22,"Business travel","Eco",1127,5,5,5,4,4,5,3,4,5,2,5,5,4,4,0,0,2
"13472",0,1,"disloyal Customer",34,"Business travel","Eco",1464,2,3,3,3,5,2,5,5,3,1,3,3,2,5,78,78,1
"13473",0,0,"disloyal Customer",17,"Business travel","Eco",830,3,3,3,3,2,3,2,2,3,3,4,5,4,2,1,0,3
"13474",1,1,"disloyal Customer",58,"Business travel","Business",287,4,4,4,4,5,4,5,5,4,2,4,4,5,5,0,0,2
"13479",1,1,"disloyal Customer",22,"Business travel","Eco",311,0,0,0,3,2,0,2,2,2,5,3,2,5,2,0,0,4
"13488",1,0,"disloyal Customer",21,"Business travel","Business",1500,0,5,0,1,2,0,2,2,4,2,5,3,5,2,15,10,4
"13491",0,0,"disloyal Customer",20,"Business travel","Eco",425,2,5,2,2,4,2,2,4,5,2,2,3,3,4,62,51,1
"13493",0,1,"disloyal Customer",29,"Business travel","Eco",599,3,3,3,3,5,3,5,5,3,4,4,4,4,5,58,38,2
"13500",0,1,"disloyal Customer",26,"Business travel","Business",1205,3,3,3,4,2,3,1,2,5,4,5,4,4,2,0,0,3
"13503",0,0,"disloyal Customer",30,"Business travel","Eco",384,3,3,4,4,1,4,1,1,1,5,3,2,4,1,30,15,3
"13511",1,1,"disloyal Customer",13,"Business travel","Eco",2288,4,4,4,1,4,2,2,4,1,4,3,2,5,2,7,32,3
"13522",0,0,"disloyal Customer",24,"Business travel","Eco",569,1,4,1,3,1,1,1,1,2,4,4,3,3,1,0,0,4
"13533",0,1,"disloyal Customer",26,"Business travel","Business",1017,2,2,2,5,3,2,5,3,3,4,5,5,5,3,0,0,1
"13537",0,1,"disloyal Customer",39,"Business travel","Eco",163,3,0,2,3,5,2,5,5,2,5,2,5,3,5,4,7,1
